datetime,temp,humidity,wind_speed,rain_prob,description,city_id,date_extraction
2025-07-09 18:00:00,16.66,56,2.45,0.0,clear sky,4,2025-07-11
2025-07-09 21:00:00,15.34,62,2.13,0.0,clear sky,4,2025-07-11
2025-07-10 00:00:00,12.89,68,2.15,0.0,clear sky,4,2025-07-11
2025-07-10 03:00:00,8.9,71,2.15,0.0,clear sky,4,2025-07-11
2025-07-10 06:00:00,12.75,59,0.56,0.0,clear sky,4,2025-07-11
2025-07-10 09:00:00,16.25,51,2.74,0.0,clear sky,4,2025-07-11
2025-07-10 12:00:00,17.95,45,3.92,0.0,scattered clouds,4,2025-07-11
2025-07-10 15:00:00,17.84,47,3.87,0.0,scattered clouds,4,2025-07-11
2025-07-10 18:00:00,14.13,58,1.69,0.0,scattered clouds,4,2025-07-11
2025-07-09 18:00:00,25.66,35,0.4,0.0,clear sky,1,2025-07-11
2025-07-09 21:00:00,23.87,36,2.69,0.0,clear sky,1,2025-07-11
2025-07-10 00:00:00,19.51,43,1.54,0.0,clear sky,1,2025-07-11
2025-07-10 03:00:00,14.17,52,1.6,0.0,few clouds,1,2025-07-11
2025-07-10 06:00:00,20.26,47,1.85,0.0,clear sky,1,2025-07-11
2025-07-10 09:00:00,23.97,34,1.89,0.0,broken clouds,1,2025-07-11
2025-07-10 12:00:00,27.68,31,2.34,0.0,broken clouds,1,2025-07-11
2025-07-10 15:00:00,29.48,28,3.07,0.0,few clouds,1,2025-07-11
2025-07-10 18:00:00,28.0,32,4.21,0.0,few clouds,1,2025-07-11
2025-07-11 12:00:00,25.28,36,3.03,0.0,clear sky,2,2025-07-11
2025-07-11 15:00:00,26.29,34,2.87,0.0,clear sky,2,2025-07-11
2025-07-11 18:00:00,26.41,39,2.12,0.0,clear sky,2,2025-07-11
2025-07-11 21:00:00,22.33,59,0.93,0.0,clear sky,2,2025-07-11
2025-07-12 00:00:00,17.92,68,1.27,0.0,clear sky,2,2025-07-11
2025-07-12 03:00:00,15.92,75,1.22,0.0,clear sky,2,2025-07-11
2025-07-12 06:00:00,18.88,65,0.28,0.0,clear sky,2,2025-07-11
2025-07-12 09:00:00,25.47,44,1.94,0.0,clear sky,2,2025-07-11
2025-07-12 12:00:00,29.27,33,2.35,0.0,clear sky,2,2025-07-11
2025-07-11 12:00:00,26.75,49,4.42,0.0,clear sky,5,2025-07-11
2025-07-11 15:00:00,26.42,48,3.67,0.0,clear sky,5,2025-07-11
2025-07-11 18:00:00,24.92,51,2.23,0.0,clear sky,5,2025-07-11
2025-07-11 21:00:00,20.2,53,0.65,0.0,scattered clouds,5,2025-07-11
2025-07-12 00:00:00,17.45,52,0.89,0.0,few clouds,5,2025-07-11
2025-07-12 03:00:00,21.53,57,1.12,0.0,clear sky,5,2025-07-11
2025-07-12 06:00:00,21.88,58,1.55,0.0,scattered clouds,5,2025-07-11
2025-07-12 09:00:00,24.1,57,3.72,0.0,scattered clouds,5,2025-07-11
2025-07-12 12:00:00,24.62,58,4.43,0.0,broken clouds,5,2025-07-11
2025-07-11 12:00:00,18.29,45,3.54,0.0,few clouds,4,2025-07-11
2025-07-11 15:00:00,18.05,46,3.71,0.0,few clouds,4,2025-07-11
2025-07-11 18:00:00,15.9,58,2.03,26.0,light rain,4,2025-07-11
2025-07-11 21:00:00,11.07,76,2.69,9.0,clear sky,4,2025-07-11
2025-07-12 00:00:00,9.36,74,1.47,4.0,clear sky,4,2025-07-11
2025-07-12 03:00:00,8.81,79,1.58,0.0,clear sky,4,2025-07-11
2025-07-12 06:00:00,12.3,66,0.58,0.0,clear sky,4,2025-07-11
2025-07-12 09:00:00,16.2,54,3.09,0.0,clear sky,4,2025-07-11
2025-07-12 12:00:00,18.86,49,4.65,0.0,clear sky,4,2025-07-11
2025-07-11 12:00:00,26.93,45,3.12,0.0,clear sky,1,2025-07-11
2025-07-11 15:00:00,27.72,41,4.07,0.0,clear sky,1,2025-07-11
2025-07-11 18:00:00,28.3,38,4.41,0.0,clear sky,1,2025-07-11
2025-07-11 21:00:00,24.99,45,3.29,0.0,clear sky,1,2025-07-11
2025-07-12 00:00:00,20.07,56,2.7,0.0,clear sky,1,2025-07-11
2025-07-12 03:00:00,19.9,65,2.23,0.0,clear sky,1,2025-07-11
2025-07-12 06:00:00,19.72,66,2.31,0.0,clear sky,1,2025-07-11
2025-07-12 09:00:00,24.64,49,2.77,0.0,clear sky,1,2025-07-11
2025-07-12 12:00:00,28.69,35,2.64,0.0,clear sky,1,2025-07-11
2025-07-11 12:00:00,30.99,29,3.66,0.0,clear sky,3,2025-07-11
2025-07-11 15:00:00,31.36,25,2.78,0.0,clear sky,3,2025-07-11
2025-07-11 18:00:00,30.38,24,6.46,0.0,clear sky,3,2025-07-11
2025-07-11 21:00:00,23.03,60,4.36,0.0,broken clouds,3,2025-07-11
2025-07-12 00:00:00,19.48,80,3.26,0.0,scattered clouds,3,2025-07-11
2025-07-12 03:00:00,17.91,83,2.95,0.0,overcast clouds,3,2025-07-11
2025-07-12 06:00:00,19.56,74,2.0,0.0,overcast clouds,3,2025-07-11
2025-07-12 09:00:00,25.25,48,2.32,0.0,overcast clouds,3,2025-07-11
2025-07-12 12:00:00,31.56,31,2.34,12.0,broken clouds,3,2025-07-11
2025-07-12 12:00:00,26.04,44,2.35,0.0,clear sky,2,2025-07-12
2025-07-12 12:00:00,25.39,48,3.97,0.0,scattered clouds,5,2025-07-12
2025-07-12 12:00:00,16.66,58,4.24,0.0,clear sky,4,2025-07-12
2025-07-12 12:00:00,25.74,49,2.14,0.0,scattered clouds,1,2025-07-12
2025-07-12 12:00:00,25.78,59,3.7,0.0,scattered clouds,3,2025-07-12
2025-07-12 15:00:00,28.59,40,4.03,0.0,scattered clouds,2,2025-07-12
2025-07-12 18:00:00,27.87,49,0.43,20.0,light rain,2,2025-07-12
2025-07-12 21:00:00,24.43,66,1.72,0.0,broken clouds,2,2025-07-12
2025-07-13 00:00:00,18.69,78,1.78,0.0,overcast clouds,2,2025-07-12
2025-07-13 03:00:00,18.23,68,1.22,0.0,overcast clouds,2,2025-07-12
2025-07-13 06:00:00,21.09,65,0.97,0.0,broken clouds,2,2025-07-12
2025-07-13 09:00:00,28.18,38,0.54,0.0,few clouds,2,2025-07-12
2025-07-13 12:00:00,32.67,27,0.79,0.0,few clouds,2,2025-07-12
2025-07-13 15:00:00,22.28,69,1.06,65.0,light rain,2,2025-07-12
2025-07-12 15:00:00,25.84,33,4.77,0.0,overcast clouds,5,2025-07-12
2025-07-12 18:00:00,25.35,40,3.35,0.0,overcast clouds,5,2025-07-12
2025-07-12 21:00:00,21.67,57,1.7,100.0,light rain,5,2025-07-12
2025-07-13 00:00:00,16.38,69,1.93,100.0,light rain,5,2025-07-12
2025-07-13 03:00:00,15.15,73,2.94,49.0,light rain,5,2025-07-12
2025-07-13 06:00:00,20.02,69,1.92,8.0,scattered clouds,5,2025-07-12
2025-07-13 09:00:00,25.22,53,2.76,0.0,clear sky,5,2025-07-12
2025-07-13 12:00:00,24.95,60,4.95,0.0,clear sky,5,2025-07-12
2025-07-13 15:00:00,24.59,65,3.58,0.0,few clouds,5,2025-07-12
2025-07-12 15:00:00,17.91,68,3.04,100.0,light rain,4,2025-07-12
2025-07-12 18:00:00,17.32,71,1.0,98.0,light rain,4,2025-07-12
2025-07-12 21:00:00,14.99,83,1.96,20.0,light rain,4,2025-07-12
2025-07-13 00:00:00,11.95,96,1.27,99.0,light rain,4,2025-07-12
2025-07-13 03:00:00,10.57,91,2.39,20.0,light rain,4,2025-07-12
2025-07-13 06:00:00,11.92,66,0.23,0.0,scattered clouds,4,2025-07-12
2025-07-13 09:00:00,16.64,52,2.81,0.0,clear sky,4,2025-07-12
2025-07-13 12:00:00,19.37,44,3.73,19.0,clear sky,4,2025-07-12
2025-07-13 15:00:00,14.63,72,1.85,40.0,light rain,4,2025-07-12
2025-07-12 15:00:00,28.31,43,2.41,0.0,clear sky,1,2025-07-12
2025-07-12 18:00:00,28.35,40,4.38,0.0,few clouds,1,2025-07-12
2025-07-12 21:00:00,25.78,39,3.37,0.0,few clouds,1,2025-07-12
2025-07-13 00:00:00,21.07,44,2.75,0.0,few clouds,1,2025-07-12
2025-07-13 03:00:00,17.92,58,2.04,0.0,clear sky,1,2025-07-12
2025-07-13 06:00:00,20.71,54,2.04,0.0,clear sky,1,2025-07-12
2025-07-13 09:00:00,25.55,37,2.03,0.0,clear sky,1,2025-07-12
2025-07-13 12:00:00,30.43,22,1.45,0.0,clear sky,1,2025-07-12
2025-07-13 15:00:00,32.4,19,1.77,0.0,clear sky,1,2025-07-12
2025-07-12 15:00:00,25.99,57,3.99,0.0,overcast clouds,3,2025-07-12
2025-07-12 18:00:00,24.96,64,2.62,98.0,light rain,3,2025-07-12
2025-07-12 21:00:00,22.45,75,2.65,95.0,moderate rain,3,2025-07-12
2025-07-13 00:00:00,19.22,90,0.81,95.0,light rain,3,2025-07-12
2025-07-13 03:00:00,19.12,94,2.19,0.0,broken clouds,3,2025-07-12
2025-07-13 06:00:00,20.13,86,1.6,0.0,scattered clouds,3,2025-07-12
2025-07-13 09:00:00,24.4,58,1.46,0.0,clear sky,3,2025-07-12
2025-07-13 12:00:00,29.78,38,2.6,0.0,clear sky,3,2025-07-12
2025-07-13 15:00:00,32.42,31,4.32,0.0,clear sky,3,2025-07-12
2025-07-13 12:00:00,28.11,42,1.07,0.0,scattered clouds,2,2025-07-13
2025-07-13 15:00:00,25.34,67,0.85,86.0,light rain,2,2025-07-13
2025-07-13 18:00:00,25.45,61,0.4,48.0,broken clouds,2,2025-07-13
2025-07-13 21:00:00,23.84,70,1.2,0.0,broken clouds,2,2025-07-13
2025-07-14 00:00:00,20.04,84,1.55,66.0,light rain,2,2025-07-13
2025-07-14 03:00:00,17.78,96,0.8,100.0,moderate rain,2,2025-07-13
2025-07-14 06:00:00,18.66,94,0.78,100.0,light rain,2,2025-07-13
2025-07-14 09:00:00,25.61,57,0.57,0.0,few clouds,2,2025-07-13
2025-07-14 12:00:00,30.45,36,0.22,0.0,few clouds,2,2025-07-13
2025-07-13 12:00:00,25.13,61,5.52,0.0,scattered clouds,5,2025-07-13
2025-07-13 15:00:00,26.56,60,3.26,0.0,few clouds,5,2025-07-13
2025-07-13 18:00:00,26.22,65,2.0,0.0,clear sky,5,2025-07-13
2025-07-13 21:00:00,23.05,66,0.38,0.0,clear sky,5,2025-07-13
2025-07-14 00:00:00,18.45,68,0.8,0.0,clear sky,5,2025-07-13
2025-07-14 03:00:00,22.35,71,0.82,0.0,clear sky,5,2025-07-13
2025-07-14 06:00:00,23.05,67,0.31,0.0,clear sky,5,2025-07-13
2025-07-14 09:00:00,25.85,55,2.86,0.0,clear sky,5,2025-07-13
2025-07-14 12:00:00,27.7,49,4.56,0.0,clear sky,5,2025-07-13
2025-07-13 12:00:00,17.05,56,3.14,0.0,broken clouds,4,2025-07-13
2025-07-13 15:00:00,17.61,54,3.42,11.0,broken clouds,4,2025-07-13
2025-07-13 18:00:00,15.67,69,2.22,9.0,scattered clouds,4,2025-07-13
2025-07-13 21:00:00,13.14,90,1.87,0.0,clear sky,4,2025-07-13
2025-07-14 00:00:00,12.61,86,1.91,0.0,clear sky,4,2025-07-13
2025-07-14 03:00:00,10.15,80,2.01,0.0,clear sky,4,2025-07-13
2025-07-14 06:00:00,13.51,68,0.5,0.0,clear sky,4,2025-07-13
2025-07-14 09:00:00,18.38,53,2.78,0.0,clear sky,4,2025-07-13
2025-07-14 12:00:00,20.91,50,4.58,0.0,clear sky,4,2025-07-13
2025-07-13 18:00:00,31.2,30,2.21,0.0,clear sky,1,2025-07-13
2025-07-13 21:00:00,28.37,35,3.86,0.0,broken clouds,1,2025-07-13
2025-07-14 00:00:00,22.44,50,4.28,0.0,overcast clouds,1,2025-07-13
2025-07-14 03:00:00,18.07,75,4.06,42.0,light rain,1,2025-07-13
2025-07-14 06:00:00,20.6,68,4.43,7.0,broken clouds,1,2025-07-13
2025-07-14 09:00:00,23.76,58,4.77,0.0,clear sky,1,2025-07-13
2025-07-14 12:00:00,27.0,30,3.34,0.0,scattered clouds,1,2025-07-13
2025-07-14 15:00:00,29.63,21,5.14,0.0,broken clouds,1,2025-07-13
2025-07-14 18:00:00,28.8,24,3.95,0.0,overcast clouds,1,2025-07-13
2025-07-13 12:00:00,24.74,60,1.78,0.0,broken clouds,3,2025-07-13
2025-07-13 15:00:00,25.2,47,1.85,0.0,scattered clouds,3,2025-07-13
2025-07-13 18:00:00,29.76,44,0.92,0.0,few clouds,3,2025-07-13
2025-07-13 21:00:00,23.48,76,4.81,100.0,light rain,3,2025-07-13
2025-07-14 00:00:00,19.57,90,2.85,100.0,light rain,3,2025-07-13
2025-07-14 03:00:00,17.77,91,2.3,0.0,clear sky,3,2025-07-13
2025-07-14 06:00:00,18.66,84,0.73,0.0,clear sky,3,2025-07-13
2025-07-14 09:00:00,23.1,64,2.12,0.0,scattered clouds,3,2025-07-13
2025-07-14 12:00:00,27.63,49,2.29,0.0,broken clouds,3,2025-07-13
